search_id	search_date	clicks	group
-1351578560811276879	2017-11-22	3	2
-3031591121045667026	2017-11-22	0	2
-3305961517588307192	2017-11-25	0	2
-4672093697385981695	2017-11-24	1	2
-5626887786774698281	2017-11-23	1	2
-6704255485220806083	2017-11-22	2	2
-7058848187769304423	2017-11-24	1	2
-7135343347460085961	2017-11-23	0	2
-8967153875576777204	2017-11-23	1	2
3254262991509683996	2017-11-23	0	2
385509072677181659	2017-11-24	2	2
3925864834723380511	2017-11-25	0	2
5636172392961621765	2017-11-23	0	2
7745660817881150778	2017-11-22	0	2
7832927705249052998	2017-11-22	1	2
-2177074428307673405	2017-11-22	0	2
-463721902566540695	2017-11-23	0	2
-5716601084398681717	2017-11-22	1	2
-8595057145474765236	2017-11-23	1	2
7248617187381343432	2017-11-24	0	2
-1576263707321257410	2017-11-23	0	2
-1880199543839457359	2017-11-23	0	2
-3015677558730646059	2017-11-23	0	2
-3762055551212585780	2017-11-23	0	2
-6386073446037653963	2017-11-23	0	2
-6758018295415291149	2017-11-23	1	2
-6845226106571448350	2017-11-23	0	2
-7466645714023205991	2017-11-23	0	2
-8809471577974634457	2017-11-24	1	2
1238599195638965443	2017-11-23	1	2
2187281508242335830	2017-11-22	0	2
3693419800448884413	2017-11-22	1	2
3738375125153913085	2017-11-23	0	2
3900355653711735243	2017-11-22	4	2
4162360107636266466	2017-11-24	2	2
4520818638151384515	2017-11-22	1	2
5180554362444642838	2017-11-23	0	2
639773840277521954	2017-11-22	1	2
6760885148628269378	2017-11-22	0	2
6920357185599255916	2017-11-22	1	2
7236135878002679856	2017-11-22	0	2
8543144117341228077	2017-11-22	0	2
8778908093970497011	2017-11-23	0	2
963581073847335496	2017-11-24	0	2
-4421944525765486445	2017-11-23	0	2
-5150813522728705825	2017-11-25	3	2
-6169263923288772289	2017-11-22	0	2
-1017809886672496144	2017-11-24	0	2
-1973178709981707954	2017-11-25	1	2
-2054429775088122228	2017-11-22	0	2
-2819555517994298178	2017-11-25	0	2
-323282144137327169	2017-11-24	0	2
-3589173824432126183	2017-11-22	0	2
-4139946273471782081	2017-11-24	1	2
-4378981820486143765	2017-11-22	1	2
-5112366499505325735	2017-11-23	1	2
-753437547540179539	2017-11-22	0	2
-7633197669092714751	2017-11-22	0	2
-7643128438306031556	2017-11-23	4	2
-7706791891099632708	2017-11-23	1	2
-9115977122801895051	2017-11-23	0	2
1122957362103664716	2017-11-23	1	2
5366249988926568718	2017-11-24	0	2
5694362843639741369	2017-11-24	1	2
7001440420217970975	2017-11-24	0	2
7238956954214242990	2017-11-25	0	2
7424915518514378078	2017-11-22	1	2
775461469605343025	2017-11-22	0	2
8033223720707342101	2017-11-23	0	2
9001201350402513385	2017-11-22	1	2
9004198978829578025	2017-11-25	0	2
-1050891622260980607	2017-11-24	0	2
-9002964427915692049	2017-11-24	0	2
1002364426230425283	2017-11-23	1	2
3299743467782458374	2017-11-23	2	2
7021172218366078450	2017-11-22	0	2
3841102050916973461	2017-11-24	0	2
4089743009905762735	2017-11-22	0	2
-4066018469865320266	2017-11-22	0	2
-5866611632647676503	2017-11-22	0	2
-5968092057965121064	2017-11-22	0	2
207403913266963238	2017-11-22	0	2
2489297415343585208	2017-11-22	1	2
-4161330933868603565	2017-11-25	0	2
-5091552503784340972	2017-11-25	0	2
-5632146780237896343	2017-11-24	0	2
1210458159644096802	2017-11-22	0	2
2286719571052014644	2017-11-23	1	2
976108860030220967	2017-11-23	0	2
-6008347626068623891	2017-11-22	1	2
-8524392236630919464	2017-11-25	0	2
8126508845049851386	2017-11-25	0	2
-3515253732557910763	2017-11-24	1	2
-4864734485536177796	2017-11-23	0	2
-529304404593498715	2017-11-24	0	2
-7339350374100832555	2017-11-23	0	2
2269639881003413837	2017-11-22	0	2
3271540695221637621	2017-11-24	0	2
5494882077229637291	2017-11-23	0	2
5756138797425138476	2017-11-23	2	2
6262108324262897990	2017-11-23	4	2
6967086400089760594	2017-11-22	4	2
-5107639474140384469	2017-11-25	0	2
-7177709679387156615	2017-11-24	0	2
8453108740594866959	2017-11-23	0	2
-1710751752882994127	2017-11-23	0	2
-3400834850469816979	2017-11-24	1	2
-3752946835020752166	2017-11-23	0	2
-4406370698989277210	2017-11-22	1	2
-8386135182068059113	2017-11-23	0	2
7164271438293934751	2017-11-22	2	2
7679712472269440521	2017-11-22	3	2
-1649190437329844457	2017-11-25	0	2
-1728932631443072255	2017-11-23	1	2
-1929772516999351159	2017-11-24	2	2
-2694408194033642302	2017-11-23	1	2
-2874170314584185331	2017-11-23	0	2
-2929538591595796511	2017-11-23	2	2
-3148574439425324526	2017-11-23	0	2
-3210693668999436922	2017-11-22	0	2
-3647651914382167613	2017-11-22	0	2
-3710473102733043815	2017-11-23	1	2
-3778793360337581324	2017-11-24	0	2
-4201777736159115792	2017-11-25	1	2
-4543165775981865048	2017-11-22	2	2
-4620277608972447951	2017-11-23	0	2
-4893395972948197235	2017-11-23	1	2
-4952941091532601443	2017-11-24	1	2
-5015664762595387661	2017-11-23	0	2
-5310543700262986760	2017-11-24	2	2
-535640369332470022	2017-11-22	1	2
-5698122354824593559	2017-11-23	0	2
-6194460597890850714	2017-11-22	2	2
-669482352666381852	2017-11-23	0	2
-7200521619022560003	2017-11-23	0	2
-7255102570231346993	2017-11-23	0	2
-7314925081825435047	2017-11-24	0	2
-7401110969344995494	2017-11-25	2	2
-744273754109456206	2017-11-23	0	2
-7643117694653522807	2017-11-24	0	2
-7656156308811484164	2017-11-23	1	2
-7772091324506651409	2017-11-22	0	2
-7902514033813034220	2017-11-24	1	2
-790592649130492704	2017-11-25	1	2
-8649337007341436168	2017-11-22	1	2
-8819284842251508392	2017-11-22	0	2
-8862938389598818080	2017-11-24	0	2
-8863354555254303174	2017-11-23	1	2
-893670429609171162	2017-11-24	2	2
1249259479979028529	2017-11-24	1	2
1479414495579547044	2017-11-23	0	2
1673055474783060074	2017-11-22	0	2
18548839294249514	2017-11-25	0	2
1995673956341719663	2017-11-25	0	2
202894757805723077	2017-11-24	0	2
2061397215369613957	2017-11-22	1	2
2493266148399679029	2017-11-22	1	2
2535800196057270750	2017-11-23	0	2
2646031375854868256	2017-11-23	0	2
2738475802400639183	2017-11-23	0	2
2852462356523261307	2017-11-22	0	2
3057603731415722556	2017-11-25	0	2
3094593256249259065	2017-11-22	0	2
3896620598849773316	2017-11-24	2	2
390399896285186921	2017-11-22	0	2
4028475283269591047	2017-11-24	0	2
4212734371791535384	2017-11-22	2	2
4424370057030665006	2017-11-22	0	2
4472812084201761053	2017-11-24	0	2
4499944249201024686	2017-11-23	1	2
5163122666331878085	2017-11-22	2	2
5164591850498026092	2017-11-23	0	2
543115915057637334	2017-11-22	1	2
5494451534804549441	2017-11-24	1	2
5933390353946285231	2017-11-23	0	2
6317641213718144196	2017-11-22	1	2
6363150088002370579	2017-11-23	0	2
6746062410474763820	2017-11-24	1	2
7060259375265110897	2017-11-22	0	2
7222088869413369060	2017-11-23	0	2
7278932722951772716	2017-11-24	0	2
7601691057321368813	2017-11-24	0	2
7900600615689086307	2017-11-23	0	2
7970473137298306961	2017-11-24	0	2
7983147993198871711	2017-11-23	0	2
8185451762156630843	2017-11-25	0	2
8201149620279573649	2017-11-22	1	2
8332694620818575419	2017-11-23	0	2
8648608556071028761	2017-11-24	1	2
8809223314981570114	2017-11-22	1	2
-4709167611646684829	2017-11-24	0	2
-5271270528413542263	2017-11-23	1	2
-8994517424154319028	2017-11-22	1	2
100537272815179833	2017-11-23	1	2
1848606495052026756	2017-11-24	2	2
2148112712758777560	2017-11-24	0	2
5230717173429113155	2017-11-22	1	2
6751580597038691615	2017-11-24	0	2
6790700867799012796	2017-11-22	4	2
8484557476136169199	2017-11-22	1	2
-1093676160017749252	2017-11-23	0	2
7132524137979914432	2017-11-22	0	2
-550446747677415556	2017-11-23	0	2
-6104452572352431892	2017-11-23	1	2
-812380426941306206	2017-11-23	1	2
-8786898657178409762	2017-11-22	0	2
8407373647952038954	2017-11-23	0	2
8511598790412647696	2017-11-22	0	2
-1843727381659215182	2017-11-24	2	2
-3043463753568642713	2017-11-23	1	2
-4660422341057242551	2017-11-24	0	2
-5820786642941267359	2017-11-24	0	2
-6881894432059876372	2017-11-23	2	2
-8813490588554417964	2017-11-23	0	2
1242873367488488016	2017-11-24	1	2
4317878597766743828	2017-11-25	0	2
4917481979779567481	2017-11-25	0	2
6382398057736587706	2017-11-22	0	2
6893679212074855182	2017-11-25	0	2
8038773202120417200	2017-11-23	0	2
9048757240437283670	2017-11-24	1	2
-2338876572686408770	2017-11-22	2	2
-3514660962472377666	2017-11-25	4	2
-4017180288992680600	2017-11-24	1	2
-6147224005878296976	2017-11-22	2	2
-6520028025903457230	2017-11-23	1	2
-7299345737248497930	2017-11-24	0	2
2337976422467754835	2017-11-23	0	2
5825323645826289268	2017-11-23	0	2
6431107897439279665	2017-11-24	1	2
667591681415038793	2017-11-24	1	2
6692980372090096057	2017-11-23	1	2
7401633755855237774	2017-11-22	1	2
-2526452877771544983	2017-11-22	0	2
-4998103455260342070	2017-11-24	1	2
-5608806693514832223	2017-11-24	0	2
-8155044646774301004	2017-11-23	1	2
-8219031492712130026	2017-11-24	1	2
1069813276541760509	2017-11-24	1	2
-6118748957290233043	2017-11-22	0	2
-8420042460882522360	2017-11-24	1	2
6280829577856519098	2017-11-24	0	2
-125396972384010712	2017-11-22	0	2
-4915005341248783805	2017-11-24	0	2
3432602036925412475	2017-11-25	0	2
-330423663720958405	2017-11-23	1	2
-8266305023835051281	2017-11-23	0	2
1853607335107895722	2017-11-22	0	2
3619399556761978664	2017-11-23	0	2
4443853052383667155	2017-11-23	1	2
5915132718225876305	2017-11-24	0	2
715083366912434433	2017-11-22	0	2
8958284936587514246	2017-11-24	1	2
251445101797916879	2017-11-24	2	2
5165207113967326401	2017-11-22	0	2
-6014199528520849711	2017-11-23	1	2
-8036993473548489362	2017-11-24	0	2
165087463706517866	2017-11-22	0	2
-4257141346300563236	2017-11-25	1	2
-8131190806730721799	2017-11-22	3	2
1727035883184729278	2017-11-24	1	2
8130470865541427957	2017-11-22	1	2
5728522843878770699	2017-11-23	0	2
-2586781609183930416	2017-11-24	0	2
-3360928315821156697	2017-11-24	0	2
-8567980965597859624	2017-11-22	1	2
-90307550510964793	2017-11-23	5	2
7953054479937494176	2017-11-23	0	2
-2762494970488700714	2017-11-23	1	2
-2949055578217165383	2017-11-22	0	2
-4779106644185249169	2017-11-23	1	2
-520879942820446048	2017-11-23	0	2
-6644761307908547469	2017-11-24	1	2
-8042462735918720871	2017-11-25	0	2
-8085176723091730202	2017-11-22	0	2
-8915742877379322626	2017-11-22	0	2
-9097857666828773513	2017-11-24	1	2
1351006601460250036	2017-11-23	0	2
1963126492989682023	2017-11-22	0	2
2048567636260784263	2017-11-24	1	2
2366926888465920426	2017-11-23	0	2
5231273589856995479	2017-11-22	0	2
6040864934179896920	2017-11-24	0	2
7220420669142791497	2017-11-24	0	2
8342252009525822876	2017-11-22	1	2
5392253497145400470	2017-11-23	1	2
7677559813095699120	2017-11-22	0	2
-5862260895396055376	2017-11-24	1	2
4527000820976501415	2017-11-22	0	2
-2812641593260981400	2017-11-23	0	2
-5210154595482691767	2017-11-23	2	2
-534997920928532290	2017-11-24	1	2
-7037797568044931791	2017-11-23	3	2
1940239210899513331	2017-11-23	0	2
3974661951464637811	2017-11-24	1	2
4163051747444134773	2017-11-22	1	2
6562044443623189173	2017-11-24	0	2
-1925775807774230018	2017-11-24	0	2
-3305001077592165952	2017-11-22	2	2
-3595026013533845599	2017-11-22	1	2
-3704811060530666253	2017-11-23	0	2
-8019209210152151599	2017-11-22	0	2
1838732286905184141	2017-11-24	0	2
3874768607236399873	2017-11-22	0	2
7483220369328086220	2017-11-23	1	2
-1768047904252199462	2017-11-22	0	2
-1806687642317386607	2017-11-24	0	2
-1812186902287308848	2017-11-23	0	2
-3598201219668435380	2017-11-22	0	2
-3667259953777487021	2017-11-24	0	2
-5146310366664570191	2017-11-24	0	2
-5283149519580959089	2017-11-23	1	2
-6153334651632000288	2017-11-24	0	2
-8868666606396411413	2017-11-24	0	2
2185184172485073276	2017-11-23	2	2
3464443012755443430	2017-11-22	1	2
6589711308299705888	2017-11-24	0	2
7045411465785873797	2017-11-22	1	2
7221713061073266015	2017-11-22	0	2
9143276031127042895	2017-11-23	2	2
-1640678768967794427	2017-11-24	0	2
-2268676760599308566	2017-11-23	0	2
-2320988201100411276	2017-11-22	0	2
-2347085219417805286	2017-11-23	0	2
-2939101839349552450	2017-11-22	0	2
-302351770635035959	2017-11-23	0	2
-3202634551877103377	2017-11-22	0	2
-3212402102951883935	2017-11-24	1	2
-511475841831472385	2017-11-23	0	2
-5331048184786800393	2017-11-24	2	2
-6629830363138136788	2017-11-22	0	2
-6851793991671239178	2017-11-23	1	2
-7801157729468092990	2017-11-23	1	2
-9130066097148111087	2017-11-22	0	2
-981982577255899497	2017-11-23	0	2
1250803713117238047	2017-11-22	0	2
1676167457080541401	2017-11-22	0	2
2172326160537651406	2017-11-22	0	2
2286161481337121813	2017-11-24	0	2
313428699797553436	2017-11-24	0	2
3177021141989948094	2017-11-22	0	2
3491069460867053241	2017-11-22	0	2
3521154687114696508	2017-11-22	0	2
3608661342155061417	2017-11-23	1	2
3780166393958015640	2017-11-23	0	2
4094607739133792324	2017-11-22	1	2
4886565764604898987	2017-11-25	0	2
4929210508139572803	2017-11-22	2	2
5060658537023988597	2017-11-22	0	2
5102351391726915526	2017-11-23	0	2
5566076383972688764	2017-11-22	0	2
5631193833244769359	2017-11-23	0	2
5724854158934019844	2017-11-22	1	2
6798238003974508974	2017-11-23	0	2
7157171817656339513	2017-11-23	0	2
-6035785189518395326	2017-11-23	0	2
3209443886776207001	2017-11-24	0	2
491429280399321443	2017-11-22	0	2
-1214434377223670243	2017-11-23	0	2
-7062705762127869599	2017-11-23	0	2
1459077032215526110	2017-11-22	0	2
2133591853523384803	2017-11-22	2	2
4065603485337440709	2017-11-23	1	2
8761638995072918433	2017-11-23	0	2
-7927332785287752382	2017-11-23	0	2
2765430582138699752	2017-11-22	0	2
7282280409023464992	2017-11-23	1	2
8378629850053261704	2017-11-22	0	2
9211451481134418026	2017-11-22	1	2
-9189649203036160626	2017-11-24	0	2
4253354541114113059	2017-11-23	2	2
4623397939176540915	2017-11-23	0	2
-1698209732744664155	2017-11-23	0	2
